station_name,latitude,longitude,business_name,review_count,rating,categories,price,phone,distance,address,source
Hastings & Broughton,49.290112,-123.127062,The Keg Steakhouse + Bar,203.0,4.0,"Steakhouses, Bars, Seafood",$$$,16046854388.0,491.5586445274327,1121 Alberni Street,Yelp
Hastings & Broughton,49.290112,-123.127062,Tavola,370.0,4.5,Italian,$$$,16046064680.0,658.8045348159187,1829 Robson Street,Yelp
Hastings & Broughton,49.290112,-123.127062,Horin Tonkotsu Ramen ,173.0,4.2,Ramen,$$,16046206111.0,439.2408559793624,1226 Robson Street,Yelp
Yew & Broadway,49.263523,-123.155267,Temaki Sushi,166.0,4.2,"Sushi Bars, Japanese",$$,16047384321.0,77.08871609840271,2156 W Broadway,Yelp
Yew & Broadway,49.263523,-123.155267,Casereccio Foods,50.0,4.7,Italian,,16047344440.0,178.7770974380217,2480 Vine Street,Yelp
Yew & Broadway,49.263523,-123.155267,Fable Kitchen,779.0,4.3,Canadian (New),$$,16047321322.0,667.8364036514337,1944 W 4th Avenue,Yelp
Yew & Broadway,49.263523,-123.155267,Gyo Para Gyoza & Ramen Bar,104.0,4.0,"Ramen, Noodles",$$,16042882941.0,133.05513048979694,2120 W Broadway,Yelp
Yew & Broadway,49.263523,-123.155267,Raisu,501.0,4.2,"Japanese, Sushi Bars",$$,16046201564.0,546.6049040349579,2340 W 4th Avenue,Yelp
Yew & Broadway,49.263523,-123.155267,Au Comptoir,219.0,4.0,French,$$$,16045692278.0,512.6687094268584,2278 W 4th Avenue,Yelp
Yew & Broadway,49.263523,-123.155267,AnnaLena,359.0,4.5,"Canadian (New), Diners, Bars",$$$$,17783794052.0,1019.5259516440326,1809 W 1st Avenue,Yelp
Yew & Broadway,49.263523,-123.155267,Chi Vegan,214.0,3.9,Vietnamese,$$,16043363010.0,704.9706253060361,1935 W 4th Avenue,Yelp
Yew & Broadway,49.263523,-123.155267,Delhi 6 Indian Bistro,137.0,4.4,Indian,$$,16047423311.0,771.2115147780909,1766 W 7th Avenue,Yelp
Yew & Broadway,49.263523,-123.155267,Regal Beagle,60.0,3.2,"Pubs, Gastropubs, Music Venues",$$,16047390677.0,128.78940075483658,2283 Broadway W,Yelp
Yew & Broadway,49.263523,-123.155267,Delara,55.0,4.2,Persian/Iranian,,16047304325.0,507.4680962864767,2272 W 4th Avenue,Yelp
Yew & Broadway,49.263523,-123.155267,Glitch Bar & Games Room,14.0,4.4,"Bars, Arcades",,16042884400.0,140.0160615804061,2287 West Broadway,Yelp
Yew & Broadway,49.263523,-123.155267,Suika,549.0,4.2,"Japanese, Tapas/Small Plates, Sushi Bars",$$,16047301678.0,985.2839053728524,1626 W Broadway,Yelp
Yew & Broadway,49.263523,-123.155267,Z&W Shanghai,26.0,4.0,Chinese,,16044232999.0,137.73237664185186,2126 W Broadway,Yelp
Yew & Broadway,49.263523,-123.155267,Maenam,398.0,4.0,Thai,$$,16047305579.0,668.7436962864604,1938 W 4th Avenue,Yelp
Yew & Broadway,49.263523,-123.155267,Ramen Danbo,463.0,4.2,"Ramen, Noodles",$$,,830.4380459501216,1833 W 4th Avenue,Yelp
Yew & Broadway,49.263523,-123.155267,Napoletana Pizza Cafe & Gelato,58.0,3.6,"Pizza, Italian, Chicken Wings",$$,16047369800.0,189.17900567266284,2576 Arbutus Street,Yelp
Yew & Broadway,49.263523,-123.155267,Coquette,21.0,4.0,"French, Wine Bars, Cocktail Bars",,16042591248.0,212.4554208673676,2685 Arbutus Street,Yelp
Yew & Broadway,49.263523,-123.155267,Jam Cafe,255.0,4.4,Breakfast & Brunch,$$,16044233350.0,549.1909995960617,2153 W 4th Avenue,Yelp
Yew & Broadway,49.263523,-123.155267,Edible Flours,84.0,3.8,"Bakeries, Vegan",$,16047348351.0,116.04832803691136,2280 W Broadway,Yelp
8th & Macdonald,49.264928,-123.168068,Mr. Red Cafe,122.0,3.8,Vietnamese,$$,16045596878.0,182.81405118768276,2680 W Broadway,Yelp
8th & Macdonald,49.264928,-123.168068,Banana Leaf,175.0,3.6,"Malaysian, Singaporean",$$,16047343005.0,313.36033493777694,3005 W Broadway,Yelp
8th & Macdonald,49.264928,-123.168068,Pho Japolo,65.0,3.8,"Vietnamese, Noodles",$$,16047371278.0,80.72698963636832,2807 W Broadway,Yelp
8th & Macdonald,49.264928,-123.168068,East Is East,305.0,4.0,"Middle Eastern, Indian, Afghan",$$,16047345881.0,342.78894743686214,3035 west Broadway,Yelp
8th & Macdonald,49.264928,-123.168068,Raisu,501.0,4.2,"Japanese, Sushi Bars",$$,16046201564.0,781.434813932514,2340 W 4th Avenue,Yelp
8th & Macdonald,49.264928,-123.168068,Purebread,30.0,4.3,"Coffee & Tea, Breakfast & Brunch, Bakeries",,16043369670.0,162.04472959110302,2887 W Broadway,Yelp
8th & Macdonald,49.264928,-123.168068,Chewie's Chicken & Biscuits,155.0,4.6,"Sandwiches, Chicken Shop, Breakfast & Brunch",$$,16043369996.0,363.6560166440962,2822 West 4th Avenue,Yelp
8th & Macdonald,49.264928,-123.168068,Tandoori Fusion,128.0,3.9,Indian,$$,16047382824.0,151.89677125505054,2872 W Broadway,Yelp
8th & Macdonald,49.264928,-123.168068,Dark Table,537.0,4.1,Canadian (New),$$$,16047393275.0,460.7043335605949,2611 W 4th Avenue,Yelp
8th & Macdonald,49.264928,-123.168068,Petite Bao,19.0,4.7,"Burgers, Sandwiches",,16048000080.0,106.4304177995378,2825 West Broadway,Yelp
8th & Macdonald,49.264928,-123.168068,Tera V Burger,145.0,4.1,"Vegetarian, Burgers, Gluten-Free",$,16043363575.0,273.292147218478,2961 W Broadway,Yelp
8th & Macdonald,49.264928,-123.168068,Au Comptoir,219.0,4.0,French,$$$,16045692278.0,892.5891029053972,2278 W 4th Avenue,Yelp
8th & Macdonald,49.264928,-123.168068,Neverland Tea Salon,258.0,4.0,"Coffee & Tea, Tea Rooms, Breakfast & Brunch",$$$,16044283066.0,397.8575385950063,3066 W Broadway,Yelp
8th & Macdonald,49.264928,-123.168068,Little Bird Dim Sum,91.0,3.9,"Dim Sum, Beer Bar, Tapas/Small Plates",$$,16043258132.0,453.0471961532872,2958 W 4th Avenue,Yelp
8th & Macdonald,49.264928,-123.168068,The Naam,610.0,3.4,"Vegetarian, Mexican, Breakfast & Brunch",$$,16047387151.0,386.9976607675882,2724 W 4th Avenue,Yelp
8th & Macdonald,49.264928,-123.168068,Healthy Noodle House,75.0,4.5,"Chinese, Noodles, Dumplings",$,17783718371.0,375.65551866331424,2716 W 4th Avenue,Yelp
8th & Macdonald,49.264928,-123.168068,Nat's New York Pizzeria,125.0,3.7,Pizza,$,16047370707.0,195.72811513175975,2684 W Broadway,Yelp
8th & Macdonald,49.264928,-123.168068,Folke Restaurant,15.0,4.7,"Vegan, Wine Bars, Cocktail Bars",,18773521835.0,273.82091909903653,2585 W Broadway,Yelp
8th & Macdonald,49.264928,-123.168068,Koko Monk Chocolates,19.0,4.4,"Chocolatiers & Shops, Desserts, Coffee & Tea",,16047083366.0,159.2557914251894,2883 West Broadway,Yelp
8th & Macdonald,49.264928,-123.168068,Casereccio Foods,50.0,4.7,Italian,,16047344440.0,771.8074813271566,2480 Vine Street,Yelp
Balaclava & Broadway,49.264483,-123.173926,Banana Leaf,175.0,3.6,"Malaysian, Singaporean",$$,16047343005.0,118.93876754729216,3005 W Broadway,Yelp
Balaclava & Broadway,49.264483,-123.173926,East Is East,305.0,4.0,"Middle Eastern, Indian, Afghan",$$,16047345881.0,91.6967901570973,3035 west Broadway,Yelp
Balaclava & Broadway,49.264483,-123.173926,Haidilao - Vancouver,55.0,4.3,"Hot Pot, Chinese",,16043362588.0,174.67756461993952,3204 W Broadway,Yelp
Balaclava & Broadway,49.264483,-123.173926,Nuba in Kitsilano,163.0,3.6,"Mediterranean, Lebanese",$$,16043361797.0,36.87870599122056,3116 West Broadway,Yelp
Balaclava & Broadway,49.264483,-123.173926,Olympia Pizza,95.0,3.5,"Pizza, Greek",$$,16047325334.0,155.97842377168465,3205 Broadway W,Yelp
Balaclava & Broadway,49.264483,-123.173926,Neverland Tea Salon,258.0,4.0,"Coffee & Tea, Tea Rooms, Breakfast & Brunch",$$$,16044283066.0,67.45243548263619,3066 W Broadway,Yelp
Balaclava & Broadway,49.264483,-123.173926,Mamalee Malaysian Delight,176.0,3.4,"Singaporean, Malaysian",$$,16047338882.0,97.96394365313512,3144 W Broadway,Yelp
Balaclava & Broadway,49.264483,-123.173926,Kitstaya Sushi,93.0,3.2,"Sushi Bars, Japanese",$,16047370181.0,15.93381830177701,3105 West Broadway,Yelp
Balaclava & Broadway,49.264483,-123.173926,Nostos Taverna,18.0,4.5,"Greek, Wine Bars",,16047309303.0,115.81007910314663,3162 W Broadway,Yelp
Balaclava & Broadway,49.264483,-123.173926,Tera V Burger,145.0,4.1,"Vegetarian, Burgers, Gluten-Free",$,16043363575.0,162.15232779706133,2961 W Broadway,Yelp
Balaclava & Broadway,49.264483,-123.173926,Sahel Market & Restaurant,56.0,4.4,"Persian/Iranian, Greek",$,16044234117.0,171.431908778365,3207 West  Broadway,Yelp
Balaclava & Broadway,49.264483,-123.173926,Purebread,30.0,4.3,"Coffee & Tea, Breakfast & Brunch, Bakeries",,16043369670.0,277.925434816552,2887 W Broadway,Yelp
Balaclava & Broadway,49.264483,-123.173926,Little Bird Dim Sum,91.0,3.9,"Dim Sum, Beer Bar, Tapas/Small Plates",$$,16043258132.0,457.7066186772559,2958 W 4th Avenue,Yelp
Balaclava & Broadway,49.264483,-123.173926,Pure Delight Café,36.0,3.4,"Vietnamese, Noodles, Sandwiches",$$,16045688812.0,205.616007665768,3236 W Broadway,Yelp
Balaclava & Broadway,49.264483,-123.173926,Dark Table,537.0,4.1,Canadian (New),$$$,16047393275.0,797.8930102886435,2611 W 4th Avenue,Yelp
Balaclava & Broadway,49.264483,-123.173926,Pho Japolo,65.0,3.8,"Vietnamese, Noodles",$$,16047371278.0,386.21203978393896,2807 W Broadway,Yelp
Balaclava & Broadway,49.264483,-123.173926,Tandoori Fusion,128.0,3.9,Indian,$$,16047382824.0,322.15121706498314,2872 W Broadway,Yelp
Balaclava & Broadway,49.264483,-123.173926,The Fringe Café,40.0,3.7,Dive Bars,$$,16047386977.0,73.76602381053151,3124 W Broadway,Yelp
Balaclava & Broadway,49.264483,-123.173926,Midam Cafe,46.0,4.4,"Korean, Desserts",,16047140233.0,183.2610010588104,3211 W Broadway,Yelp
Balaclava & Broadway,49.264483,-123.173926,Taqueria Tachingon,16.0,3.8,Mexican,,16045664004.0,149.89664456803897,2967 W Broadway,Yelp
Dunbar & Broadway,49.264579,-123.18373,Itosugi Kappo Cuisine,28.0,4.4,"Japanese, Sushi Bars",,16047798528.0,91.86799343582936,3648 W Broadway,Yelp
Dunbar & Broadway,49.264579,-123.18373,Rajio Japanese Public House,132.0,4.0,"Japanese, Tapas/Small Plates",$$,16045581679.0,268.8821590809435,3763 W 10th Avenue,Yelp
Dunbar & Broadway,49.264579,-123.18373,The Eatery,518.0,3.4,"Japanese, Sushi Bars, Asian Fusion",$$,16047385298.0,216.5891195825779,3431 W Broadway,Yelp
Dunbar & Broadway,49.264579,-123.18373,Taste of Thai,84.0,4.2,Thai,$$,16045688668.0,52.29902331892916,3629 W Broadway,Yelp
Dunbar & Broadway,49.264579,-123.18373,The Wolf & Hound,94.0,3.6,"Pubs, Irish",$$,16047388909.0,41.56882991698862,3617 W Broadway,Yelp
Dunbar & Broadway,49.264579,-123.18373,The Kitchen Dada,43.0,4.2,"Japanese, Sushi Bars",,17787241133.0,180.73879338851924,2535 Alma Street,Yelp
Dunbar & Broadway,49.264579,-123.18373,Handi Grill,76.0,3.6,Indian,$$,16047383186.0,58.86530748816594,3618 W Broadway,Yelp
Dunbar & Broadway,49.264579,-123.18373,Green Leaf Sushi,401.0,4.0,"Sushi Bars, Japanese",$$,16045689406.0,265.6629265015116,3416 W Broadway,Yelp
Dunbar & Broadway,49.264579,-123.18373,Browns Socialhouse Point Grey,49.0,3.5,"Canadian (New), Pubs, Burgers",$$,16047343651.0,145.09093982856473,3651 W 10th Avenue,Yelp
Dunbar & Broadway,49.264579,-123.18373,La Quercia,207.0,4.1,"Italian, Wine Bars",$$$,16046761007.0,480.1284791940216,3689 W 4th Avenue,Yelp
Dunbar & Broadway,49.264579,-123.18373,Grounds For Coffee,144.0,4.2,"Coffee & Tea, Bakeries",$$,16042245282.0,188.4885251811906,2565 Alma Street,Yelp
Dunbar & Broadway,49.264579,-123.18373,Jo's Italian Deli,41.0,3.6,"Italian, Sandwiches, Delis",$$,16043781144.0,178.1520722208581,2505 Alma Street,Yelp
Dunbar & Broadway,49.264579,-123.18373,East Is East,305.0,4.0,"Middle Eastern, Indian, Afghan",$$,16047345881.0,801.4362268816124,3035 west Broadway,Yelp
Dunbar & Broadway,49.264579,-123.18373,Haidilao - Vancouver,55.0,4.3,"Hot Pot, Chinese",,16043362588.0,548.8922158050157,3204 W Broadway,Yelp
Dunbar & Broadway,49.264579,-123.18373,Yuji's From Japan,54.0,4.0,"Sushi Bars, Japanese, Tapas/Small Plates",$$,16044284688.0,446.18496228524447,2083 Alma Street,Yelp
Dunbar & Broadway,49.264579,-123.18373,Caffe W,46.0,4.5,"Coffee & Tea, Sandwiches, Desserts",$,16047309298.0,82.07929211917394,3646  Broadway W,Yelp
Dunbar & Broadway,49.264579,-123.18373,Hitoe Sushi Japanese Restaurant,178.0,4.0,"Japanese, Sushi Bars",$$,17783714619.0,580.602255932877,3347 W 4th Avenue,Yelp
Dunbar & Broadway,49.264579,-123.18373,True Confections,128.0,2.8,"Desserts, Patisserie/Cake Shop, Bakeries",$$,16042228489.0,152.4807255804998,3498 West Broadway,Yelp
Dunbar & Broadway,49.264579,-123.18373,Little Bird Dim Sum,91.0,3.9,"Dim Sum, Beer Bar, Tapas/Small Plates",$$,16043258132.0,974.598824127965,2958 W 4th Avenue,Yelp
Dunbar & Broadway,49.264579,-123.18373,Sahel Market & Restaurant,56.0,4.4,"Persian/Iranian, Greek",$,16044234117.0,541.0486068821043,3207 West  Broadway,Yelp
Grandview & Commercial,49.263746,-123.069892,Kishimoto Japanese Kitchen,526.0,4.4,"Japanese, Sushi Bars",$$$,16042555550.0,334.3421058393955,2054 Commercial Drive,Yelp
Grandview & Commercial,49.263746,-123.069892,Jamjar - Folk Lebanese Food,259.0,3.8,"Lebanese, Vegan",$$,16042523957.0,79.50701096786925,2280 Commercial Drive,Yelp
Grandview & Commercial,49.263746,-123.069892,B House,30.0,4.3,"Asian Fusion, Breakfast & Brunch, Chicken Wings",,16045642468.0,85.00982276132794,2270 Commercial Drive,Yelp
Grandview & Commercial,49.263746,-123.069892,St. Augustine's,282.0,3.3,Pubs,$$,16042259135.0,25.209464091741925,2360 Commercial Drive,Yelp
Grandview & Commercial,49.263746,-123.069892,Loku Japanese Cuisine,27.0,3.7,Japanese,,16042984403.0,79.52435509552292,2280 Commercial Drive,Yelp
Grandview & Commercial,49.263746,-123.069892,The Burrow,508.0,4.0,"Mexican, Vegetarian, Breakfast & Brunch",$$,16045688224.0,441.92067053795023,2781 Commercial Drive,Yelp
Grandview & Commercial,49.263746,-123.069892,La Mezcaleria,300.0,3.8,Mexican,$$,16045598226.0,707.6829461566296,1622 Commercial Drive,Yelp
Grandview & Commercial,49.263746,-123.069892,Broadway Station Sushi,90.0,3.2,"Sushi Bars, Japanese",$$,16046764300.0,189.32571135570748,1638 E Broadway,Yelp
Grandview & Commercial,49.263746,-123.069892,Uncle Fatih's Pizza,176.0,3.5,Pizza,$,16047070744.0,141.12941264908883,1685 Broadway E,Yelp
Grandview & Commercial,49.263746,-123.069892,Sopra Sotto,149.0,4.0,"Pizza, Italian",$$,16042517586.0,828.3741287219373,1510 Commercial Drive,Yelp
Grandview & Commercial,49.263746,-123.069892,Harambe Restaurant,140.0,3.8,"Ethiopian, African",$$,16042161060.0,197.15673204178864,2149 Commercial Drive,Yelp
Grandview & Commercial,49.263746,-123.069892,Elephant Garden Creamery,154.0,4.4,"Ice Cream & Frozen Yogurt, Desserts, Coffee & Tea",$,16042516832.0,282.31959987661395,2080 Commercial Drive,Yelp
Grandview & Commercial,49.263746,-123.069892,Industry Apizza,2.0,4.0,"Pizza, Italian",,16042259135.0,25.209464091741925,2360 Commercial Drive,Yelp
Grandview & Commercial,49.263746,-123.069892,Gojo Café,62.0,4.2,"Ethiopian, African",$$,16047085394.0,512.3588472660716,2838 Commercial Drive,Yelp
Grandview & Commercial,49.263746,-123.069892,Harbour Oyster + Bar,80.0,4.2,"Cocktail Bars, Seafood, Fish & Chips",$$,16042516900.0,907.5484905306284,1408 Commercial Drive,Yelp
Grandview & Commercial,49.263746,-123.069892,Grounds For Coffee,51.0,4.2,"Coffee & Tea, Bakeries",$$,16042543939.0,269.197792145347,2088 Commercial Drive,Yelp
Grandview & Commercial,49.263746,-123.069892,Sushi Ville,157.0,3.1,"Japanese, Sushi Bars",$$,16045594611.0,277.8956513109912,2068 Commercial Drive,Yelp
Grandview & Commercial,49.263746,-123.069892,Daddy's Kitchen,67.0,3.9,"Poke, Sushi Bars, Vegetarian",$$,16046207686.0,248.2854072950142,2586 Commercial Drive,Yelp
Grandview & Commercial,49.263746,-123.069892,Yook Korean Grilled BBQ & Bistro,96.0,3.8,"Korean, Barbeque",$$,16044289292.0,1000.8230345934294,2408 Nanaimo Street,Yelp
Grandview & Commercial,49.263746,-123.069892,Hariyali Express Indian Cuisine & Bar,9.0,4.8,"Indian, Bars",,16042157556.0,311.20295197374014,2066 Commercial Drive,Yelp
14th & Oak,49.258761,-123.127071,Joon's Kitchen,65.0,4.1,"Korean, Japanese",,12369961635.0,69.34889369026776,3093 Oak Street,Yelp
14th & Oak,49.258761,-123.127071,Salmon n' Bannock,221.0,4.5,Canadian (New),$$,16045688971.0,534.8058639060554,1128 W Broadway,Yelp
14th & Oak,49.258761,-123.127071,Yu Shang Hot Pot,81.0,4.3,Hot Pot,,16045646686.0,499.0176742874186,202-950 W Broadway,Yelp
14th & Oak,49.258761,-123.127071,Zaccary's Pizza,60.0,4.0,Pizza,$$,16047371933.0,142.67070287741285,3150 Oak Street,Yelp
14th & Oak,49.258761,-123.127071,Saku,254.0,4.3,Japanese,$$,16044234600.0,895.520036505097,548 W Broadway,Yelp
14th & Oak,49.258761,-123.127071,Vij's Restaurant,415.0,4.0,Indian,$$$,16047366664.0,898.6495554280851,3106 Cambie Street,Yelp
14th & Oak,49.258761,-123.127071,Hokkaido Ramen Santouka,232.0,4.2,"Noodles, Ramen, Soup",$$,16045651770.0,883.3020240118005,558 W Broadway,Yelp
14th & Oak,49.258761,-123.127071,Uma Sushi,123.0,4.3,"Japanese, Sushi Bars",$$$,16044288588.0,1116.1723806119164,450 W 8th Avenue,Yelp
14th & Oak,49.258761,-123.127071,Salade de Fruits Cafe,181.0,4.2,French,$$,16047145987.0,1210.490524150564,1551 West 7th Avenue,Yelp
14th & Oak,49.258761,-123.127071,John 3:16 Malaysian Delights,60.0,4.2,Malaysian,$$,16044235909.0,543.1345524661615,1063 W Broadway,Yelp
14th & Oak,49.258761,-123.127071,Indian Roti Kitchen,162.0,4.5,Indian,$$,16048763767.0,850.7309252036334,2961 Cambie Street,Yelp
14th & Oak,49.258761,-123.127071,Dynasty Seafood Restaurant,331.0,3.6,"Dim Sum, Seafood, Cantonese",$$,16048768388.0,679.4209195771522,777 W Broadway,Yelp
14th & Oak,49.258761,-123.127071,Rayhan,22.0,3.9,Mediterranean,,16047313553.0,149.50905267893435,3170 Oak Street,Yelp
14th & Oak,49.258761,-123.127071,Hachibei Japanese Restaurant,76.0,3.9,Japanese,$$,16048793357.0,448.4131978484795,778 16th Avenue W,Yelp
14th & Oak,49.258761,-123.127071,Breakfast Table,271.0,4.3,Breakfast & Brunch,$$,16048051900.0,830.9365270304068,3014 Granville Street,Yelp
14th & Oak,49.258761,-123.127071,Passion8 Dessert Cafe,219.0,4.1,"Desserts, Korean, Coffee & Tea",$$,17783798238.0,876.9148490960124,3010 Cambie Street,Yelp
14th & Oak,49.258761,-123.127071,The Stable House Bistro,104.0,4.1,"French, Wine Bars, Modern European",$$,16047361520.0,959.3899057758784,1520 W 13th Avenue,Yelp
14th & Oak,49.258761,-123.127071,Seaport City Seafood Restaurant,61.0,4.2,"Dim Sum, Seafood, Cantonese",$$$,16042227288.0,1037.937904492176,2425 Cambie Street,Yelp
14th & Oak,49.258761,-123.127071,Mazahr Lebanese Kitchen,63.0,4.7,Lebanese,,16047332211.0,859.2215351144714,1488 West 11th Avenue,Yelp
14th & Oak,49.258761,-123.127071,Marulilu Cafe,291.0,4.0,Cafes,$$,16045684211.0,1071.8659717871933,451 W Broadway,Yelp
Wallace & 4th,49.268974,-123.190701,La Quercia,207.0,4.1,"Italian, Wine Bars",$$$,16046761007.0,382.6753135205526,3689 W 4th Avenue,Yelp
Wallace & 4th,49.268974,-123.190701,Yuji's From Japan,54.0,4.0,"Sushi Bars, Japanese, Tapas/Small Plates",$$,16044284688.0,346.1503547577611,2083 Alma Street,Yelp
Wallace & 4th,49.268974,-123.190701,Rajio Japanese Public House,132.0,4.0,"Japanese, Tapas/Small Plates",$$,16045581679.0,648.469442660373,3763 W 10th Avenue,Yelp
Wallace & 4th,49.268974,-123.190701,Breka Bakery & Cafe,74.0,4.0,"Bakeries, Coffee & Tea, Patisserie/Cake Shop",$$,16046203750.0,289.88702821558405,3750 W 4th Avenue,Yelp
Wallace & 4th,49.268974,-123.190701,Itosugi Kappo Cuisine,28.0,4.4,"Japanese, Sushi Bars",,16047798528.0,678.1976801515999,3648 W Broadway,Yelp
Wallace & 4th,49.268974,-123.190701,Jericho Beach,27.0,4.3,Beaches,,,253.588402236091,Wallace St & Discovery St,Yelp
Wallace & 4th,49.268974,-123.190701,Hitoe Sushi Japanese Restaurant,178.0,4.0,"Japanese, Sushi Bars",$$,17783714619.0,869.4742240241951,3347 W 4th Avenue,Yelp
Wallace & 4th,49.268974,-123.190701,The Eatery,518.0,3.4,"Japanese, Sushi Bars, Asian Fusion",$$,16047385298.0,874.53013089188,3431 W Broadway,Yelp
Wallace & 4th,49.268974,-123.190701,The Kitchen Dada,43.0,4.2,"Japanese, Sushi Bars",,17787241133.0,643.3214864459561,2535 Alma Street,Yelp
Wallace & 4th,49.268974,-123.190701,Taste of Thai,84.0,4.2,Thai,$$,16045688668.0,665.3793601049076,3629 W Broadway,Yelp
Wallace & 4th,49.268974,-123.190701,Green Leaf Sushi,401.0,4.0,"Sushi Bars, Japanese",$$,16045689406.0,930.3240439771564,3416 W Broadway,Yelp
Wallace & 4th,49.268974,-123.190701,Beyond Bread Artisan Bakery,59.0,3.8,Bakeries,$$,16047333931.0,392.5806546189182,3686 W 4th Avenue,Yelp
Wallace & 4th,49.268974,-123.190701,The Wolf & Hound,94.0,3.6,"Pubs, Irish",$$,16047388909.0,681.9980977186386,3617 W Broadway,Yelp
Wallace & 4th,49.268974,-123.190701,Irori Sushi,53.0,3.8,"Sushi Bars, Japanese, Asian Fusion",$$,16045580885.0,393.3298844772148,3692 W 4th Avenue,Yelp
Wallace & 4th,49.268974,-123.190701,Handi Grill,76.0,3.6,Indian,$$,16047383186.0,724.4833342581429,3618 W Broadway,Yelp
Wallace & 4th,49.268974,-123.190701,Grounds For Coffee,144.0,4.2,"Coffee & Tea, Bakeries",$$,16042245282.0,661.6847012532543,2565 Alma Street,Yelp
Wallace & 4th,49.268974,-123.190701,Aphrodite's Organic  Pie Shop,259.0,3.4,"Gluten-Free, Bakeries, Cafes",$$,16047385879.0,526.4158814369573,3598 W 4th Avenue,Yelp
Wallace & 4th,49.268974,-123.190701,Caffe W,46.0,4.5,"Coffee & Tea, Sandwiches, Desserts",$,16047309298.0,682.4102925132414,3646  Broadway W,Yelp
Wallace & 4th,49.268974,-123.190701,Aphrodite's Organic Cafe,64.0,3.2,"Canadian (New), Breakfast & Brunch, Vegan",$$,16047338308.0,496.7698626302732,3605 W 4th Avenue,Yelp
Wallace & 4th,49.268974,-123.190701,L'ufficio,8.0,3.9,"Wine Bars, Italian, Tapas/Small Plates",$$$$,16046761007.0,382.6753135205526,3689 W 4th Avenue,Yelp
Balsam & Cornwall,49.273011,-123.159663,Raisu,501.0,4.2,"Japanese, Sushi Bars",$$,16046201564.0,565.010688671998,2340 W 4th Avenue,Yelp
Balsam & Cornwall,49.273011,-123.159663,Fable Kitchen,779.0,4.3,Canadian (New),$$,16047321322.0,956.6591646105636,1944 W 4th Avenue,Yelp
Balsam & Cornwall,49.273011,-123.159663,Au Comptoir,219.0,4.0,French,$$$,16045692278.0,593.0186532895035,2278 W 4th Avenue,Yelp
Balsam & Cornwall,49.273011,-123.159663,Chewies Steam & Oyster Bar - Kits,293.0,3.6,"Seafood, Cajun/Creole",$$,16045584448.0,390.3260733883531,2201 W 1st Avenue,Yelp
Balsam & Cornwall,49.273011,-123.159663,AnnaLena,359.0,4.5,"Canadian (New), Diners, Bars",$$$$,17783794052.0,966.3405284207684,1809 W 1st Avenue,Yelp
Balsam & Cornwall,49.273011,-123.159663,The Ellis,84.0,4.2,"Cocktail Bars, American, Gastropubs",$$,16044282456.0,355.70757162509966,2204 York Avenue,Yelp
Balsam & Cornwall,49.273011,-123.159663,LOCAL Public Eatery Kitsilano,292.0,3.6,"Canadian (New), Gastropubs",$$,16047343589.0,322.18937692345537,2210 Cornwall Avenue,Yelp
Balsam & Cornwall,49.273011,-123.159663,Chi Vegan,214.0,3.9,Vietnamese,$$,16043363010.0,942.1421305106344,1935 W 4th Avenue,Yelp
Balsam & Cornwall,49.273011,-123.159663,Nook,171.0,3.9,Italian,$$,16047340099.0,339.4221672674456,1525 Yew Street,Yelp
Balsam & Cornwall,49.273011,-123.159663,The Cider House,31.0,4.4,"Cideries, Canadian (New), Wine Bars",,16045581975.0,381.5541056957258,1602 Yew Street,Yelp
Balsam & Cornwall,49.273011,-123.159663,Dark Table,537.0,4.1,Canadian (New),$$$,16047393275.0,626.5869005599266,2611 W 4th Avenue,Yelp
Balsam & Cornwall,49.273011,-123.159663,Jam Cafe,255.0,4.4,Breakfast & Brunch,$$,16044233350.0,660.5853298672948,2153 W 4th Avenue,Yelp
Balsam & Cornwall,49.273011,-123.159663,Delara,55.0,4.2,Persian/Iranian,,16047304325.0,597.5211151667102,2272 W 4th Avenue,Yelp
Balsam & Cornwall,49.273011,-123.159663,Octopus Garden,156.0,4.0,"Japanese, Sushi Bars",$$$,16047348971.0,717.005069192091,1995 Cornwall Avenue,Yelp
Balsam & Cornwall,49.273011,-123.159663,Ramen Danbo,463.0,4.2,"Ramen, Noodles",$$,,1095.9030937968178,1833 W 4th Avenue,Yelp
Balsam & Cornwall,49.273011,-123.159663,Maenam,398.0,4.0,Thai,$$,16047305579.0,967.8935046146972,1938 W 4th Avenue,Yelp
Balsam & Cornwall,49.273011,-123.159663,Lucky Taco,64.0,3.5,Mexican,$$,16047394677.0,395.0175877320533,1685 Yew Street,Yelp
Balsam & Cornwall,49.273011,-123.159663,East Is East,305.0,4.0,"Middle Eastern, Indian, Afghan",$$,16047345881.0,1353.444538991373,3035 west Broadway,Yelp
Balsam & Cornwall,49.273011,-123.159663,Casereccio Foods,50.0,4.7,Italian,,16047344440.0,990.1387648462122,2480 Vine Street,Yelp
Balsam & Cornwall,49.273011,-123.159663,Oddfish,84.0,4.0,Seafood,$$$,16045646330.0,908.4063387936036,1889 W 1st Avenue,Yelp
Balaclava & 6th,49.266924,-123.173849,Little Bird Dim Sum,91.0,3.9,"Dim Sum, Beer Bar, Tapas/Small Plates",$$,16043258132.0,225.40011648837407,2958 W 4th Avenue,Yelp
